COORD_OP_METHOD_CODE,COORD_OP_METHOD_NAME,REVERSE_OP,"FORMULA",EXAMPLE,REMARKS,"INFORMATION_SOURCE",DATA_SOURCE,REVISION_DATE,CHANGE_ID,DEPRECATED
The parameters are commonly referred to defining the transformation ""from source coordinate reference system to target coordinate reference system"" in which (Xs, Ys, Zs) are the coordinates of the point in the source geocentric coordinate reference system and (Xt, Yt, Zt) are the coordinates of the point in the target geocentric coordinate reference system.  But that does not define the parameters uniquely; neither is the definition of the parameters implied in the formula, as is often believed.  However, the following definition, which is consistent with the 'Position Vector Transformation' convention is common E&P survey practice, 

(tX, tY, tZ): Translation vector, to be added to the point's position vector in the source coordinate reference system in order to transform from source system to target system; also: the coordinates of the origin of the source coordinate reference system in the target coordinate reference system.

(rX, rY, rZ): Rotations to be applied to the point's vector.  The sign convention is such that a positive rotation about an axis is defined as a clockwise rotation of the position vector when viewed from the origin of the Cartesian coordinate reference system in the positive direction of that axis; e.g. a positive rotation about the Z-axis only from source system to target system will result in a larger longitude value for the point in the target system.  Although rotation angles may be quoted in any angular unit of measure, the formula as given here requires the angles to be provided in radians.

M: Multiplication factor to be applied to the position vector in the source coordinate reference system in order to obtain the correct scale of the target coordinate reference system. M = (1+dS) where dS is the scale difference. When dS is expressed in parts per million, M = (1+dS*10^-6). When dS is the scale difference expressed in parts per billion, M = (1+dS*10^-9). 

<<<<<This text continues in the description of the Coordinate Frame Rotation formula>>>>>",Input point: 
Coordinate reference system: WGS 72  
Cartesian geocentric coords:
    X = 3 657 660.66 (m)  
    Y =   255 768.55 (m)
    Z = 5 201 382.11 (m)

Transformation parameters WGS 72 to WGS 84:
   tX (m) = 0.000 
   tY (m) = 0.000 
   tZ (m) = +4.5
   rX (") = 0.000 = 0.0 radians
   rY (") = 0.000 = 0.0 radians
   rZ (") = +0.554 = 0.000002685868 radians
   dS (ppm) = +0.219

First M = 1 + dS = 1.000000219

Then application of this 7 parameter Position Vector transformation results in WGS 84 geocentric coordinates of:
   X = 3 657 660.78 (m)
   Y =   255 778.43 (m)
   Z = 5 201 387.75 (m),This method is a specific case of the Molodensky-Badekas (PV) method (code 1061) in which the evaluation point is the geocentre with coordinate values of zero. Note the analogy with the Coordinate Frame method (code 1032) but beware of the differences!,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,21-2-2019,2009.083 2013.021 2014.039 2018.001 2019.006,0
1034,Molodensky-Badekas (CF geocentric domain),1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

To eliminate high correlation between the translations and rotations in the derivation of parameter values for the Helmert transformation methods (coordinate operation method codes 1032 and 1033), instead of the rotations being derived about the geocentric coordinate reference system origin they may be derived at a location within the points used in the determination. Three additional parameters, the coordinates of the rotation point, are then required. The formula is:

   (Xt)          (  1      +rZ     -rY)     (Xs - Xp)     (Xp)     (tX)
   (Yt)  =  M *  ( -rZ      1      +rX)  *  (Ys - Yp)  +  (Yp)  +  (tY)
   (Zt)          ( +rY     -rX      1 )     (Zs - Zp)     (Zp)     (tZ)

and the parameters are defined as:

(tX, tY, tZ): Translation vector, to be added to the point's position vector in the source coordinate system in order to transform from source coordinate reference system to target coordinate reference system; also: the coordinates of the origin of source coordinate reference system in the target frame.

(rX, rY, rZ): Rotations to be applied to the coordinate reference frame.  The sign convention is such that a positive rotation of the frame about an axis is defined as a clockwise rotation of the coordinate reference frame when viewed from the origin of the Cartesian coordinate system in the positive direction of that axis, that is a positive rotation about the Z-axis only from source coordinate reference system to target coordinate reference system will result in a smaller longitude value for the point in the target coordinate reference system. Although rotation angles may be quoted in any angular unit of measure, the formula as given here requires the angles to be provided in radians.

(Xp, Yp, Zp): Coordinates of the point about which the coordinate reference frame is rotated, given in the source Cartesian coordinate reference system. 

M: Multiplication factor to be applied to the position vector in the source coordinate reference system in order to obtain the correct scale of the target coordinate reference system. M = (1+dS) where dS is the scale difference. When dS is expressed in parts per million, M = (1+dS*10^-6). When dS is the scale difference expressed in parts per billion, M = (1+dS*10^-9).

Reversibility.
The Molodensky-Badekas transformation in a strict mathematical sense is not reversible, i.e. in principle the same parameter values cannot be used to execute the reverse transformation. This is because the evaluation point coordinates are in the forward direction source coordinate reference system and the rotations have been derived about this point. They should not be applied about the point having the same coordinate values in the target coordinate reference system, as is required for the reverse transformation. However, in practical application there are exceptions when applied to the approximation of small differences between the geometry of a set of points in two different coordinate reference systems. The typical vector difference in coordinate values is in the order of 6*10^1 to 6*10^2 metres, whereas the evaluation point on or near the surface of the earth is 6.3*10^6 metres from the origin of the coordinate systems at the Earth's centre. This difference of four or five orders of magnitude allows the transformation in practice to be considered reversible. Note that in the reverse transformation, only the signs of the translations and rotation parameter values are reversed; the coordinates of the evaluation point remain unchanged.","Input point: 
Coordinate reference system: La Canoa 

Cartesian geocentric coords:
   Xs =  2 550 408.965 m
   Ys = -5 749 912.266 m
   Zs =   1 054 891.114 m

Transformation parameters La Canoa to REGVEN:
   tX  = -270.933 m
   tY  = +115.599 m
   tZ  = -360.226 m
   rX   = -5.266 sec = -0.000025530288 radians
   rY  = -1.238 sec = -0.000006001993 radians
   rZ  = +2.381 sec =  0.000011543414 radians
   dS   = -5.109 ppm
   Ordinate 1 of evaluation point  = 2464351.59 m
   Ordinate 2 of evaluation point = -5783466.61 m
   Ordinate 3 of evaluation point =    974809.81 m

First, M = 1 + dS = 0.999994891

Then application of the 10 parameter Molodenski-Badekas Transformation results in REGVEN geocentric coordinates of:
   Xt =  2 550 138.467 m
   Yt = -5 749 799.862 m
   Zt  =  1 054 530.826 m",See method codes 1039 and 9636 for this operation in other coordinate domains and method code 1061 for opposite rotation convention in geocentric domain.,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,21-2-2019,2009.083 2013.021 2014.039 2014.065 2019.006,0
1037,Position Vector transformation (geog3D domain),1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

Transformation of coordinates from one geographic coordinate reference system into another is often carried out as a concatenation of the following operations:

  (geographical to geocentric) + (geocentric to geocentric) + (geocentric to geographic)

The Position Vector (geog3D domain) transformation has 3 steps:

(i) geographic 3D coordinates are converted to geocentric coordinates using EPSG coordinate operation method code 9602;

(ii) the middle step of the concatenated transformation, from geocentric coordinates to geocentric coordinates, uses the Position Vector (geocentric domain) method, EPSG method code 1033;

(iii) finally the geocentric coordinates are converted to geographic 3D using EPSG coordinate operation method code 9602.",Input point: 
Coordinate reference system: WGS 72 (geographic 3D)
  Latitude  = 55 deg 00 min 00 sec N
  Longitude =  4 deg 00 min 00 sec E
  Ellipsoidal height hS  =  0 m

This transforms to Cartesian geocentric coords:
    Xs = 3 657 660.66 (m)  
    Ys =   255 768.55 (m)
    Zs = 5 201 382.11 (m)

Transformation parameters WGS 72 to WGS 84:
   tX (m) = 0.000 
   tY (m) = 0.000 
   tZ (m) = 4.5
   rX (") = 0.000 = 0.0 radians
   rY (") = 0.000 = 0.0 radians
   rZ (") = 0.554 = 0.000002685868 radians
   dS (ppm) = 0.219

from which M = 1.000000219

Application of the 7 parameter Position Vector transformation results in WGS 84 coordinates of:
   Xt = 3 657 660.78 (m)
   Yt =   255 778.43 (m)
   Zt = 5 201 387.75 (m)

This converts into:
   Latitude  = 55 deg 00 min 00.090 sec N
   Longitude =  4 deg 00 min 00.554 sec E
   Ellipsoidal height = 3.22 m
on the WGS 84 geographic 3D coordinate reference system.,Note the analogy with the Coordinate Frame rotation (code 1038) but beware of the differences!  The Position Vector convention is used by IAG and recommended by ISO 19111. See methods 1033 and 9606 for similar tfms operating between other CRS types.,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,21-2-2019,2009.083 2013.021 2018.001 2019.006,0
1039,Molodensky-Badekas (CF geog3D domain),1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

Transformation of coordinates from one geographic coordinate reference system into another is carried out as a concatenation of the following operations:

  (geographical to geocentric) + (geocentric to geocentric) + (geocentric to geographic)

The Molodensky-Badekas (geog3D domain) transformation has 3 steps:

(i) geographic 3D coordinates are converted to geocentric coordinates using EPSG coordinate operation method code 9602;

(ii) the middle step of the concatenated transformation, from geocentric coordinates to geocentric coordinates, uses the Molodensky-Badekas (geocentric domain) method, EPSG method code 1034;

(iii) finally the geocentric coordinates are converted to geographic 3D using EPSG coordinate operation method code 9602.",Input point: 
Coordinate reference system: La Canoa (geographic 3D)
  Latitude =     9 deg 35 min 00.386 sec N
  Longitude = 66 deg 04 min 48.091 sec W
  Ellipsoidal height hS  =  201.465 m

This transforms to Cartesian geocentric coords:
   Xs =  2 550 408.965 m
   Ys = -5 749 912.266 m
   Zs =  1 054 891.114 m

Transformation parameters La Canoa to REGVEN:
   tX  = -270.933 m
   tY  = +115.599 m
   tZ  = -360.226 m
   rX  = -5.266 sec = -0.000025530288 radians
   rY  = -1.238 sec = -0.000006001993 radians
   rZ  = +2.381 sec =  0.000011543414 radians
   dS  = -5.109 ppm
   Coordinate 1 of evaluation point =  2464351.59 m
   Coordinate 2 of evaluation point = -5783466.61 m
   Coordinate 3 of evaluation point =   974809.81 m

from which M = 0.999994891

Application of the Molodenski-Badekas (geocentric domain) Transformation results in REGVEN geocentric coordinates of:
   Xt =  2 550 138.467 m
   Yt = -5 749 799.862 m
   Zt =  1 054 530.826 m

This converts into:
   Latitude  =  9 deg 34 min 49.001 sec N
   Longitude = 66 deg 04 min 54.705 sec W
   Ellipsoidal height =  -18.10 m
on the REGVEN geographic 3D coordinate reference system.,See method codes 1034 and 9636 for this operation in other coordinate domains and method code 1062 for opposite rotation convention in geographic 3D domain.,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,21-2-2019,2009.083 2013.021 2014.039 2014.065 2019.006,0
1044,Mercator (variant C),1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

The formulas to derive projected Easting and Northing coordinates are:

ko = cos(latSP1)/(1 - e^2*sin^2(latSP1))^0.5 
 
where latSP1 is the absolute value of the first standard parallel (i.e. positive).  

E = FE + a*ko(lon - lonF)             
M = a ko ln{tan(pi/4 + latF/2)[(1 – e sin(latF))/(1 + e sin(latF))]^(e/2)}
N = (NF – M) + a ko ln{tan(pi/4 + lat/2)[(1 – e sin(lat))/(1 + e sin(lat))]^(e/2)}
where logarithms are natural.

The reverse formulas to derive latitude and longitude from E and N values are:

lat = chi + (esq/2 + 5e^4/24 + e^6/12 + 13e^8/360) sin(2chi) 
+ (7e^4/48 + 29e^6/240 + 811e^8/11520) sin(4chi)
+ (7e^6/120 +  81e^8/1120) sin(6chi)  + (4279e^8/161280) sin(8chi)

where chi = pi/2 - 2 atan(t)
t = B^((NF-M-N)/(a*ko)) 
B = base of the natural logarithm, 2.7182818...
and ko is calculated as for the forward transformation above.
lon  =  ((E - EF)/(a*ko)) + lonF",Parameters:
Ellipsoid  Krassowsky 1940   a = 6378245.00m   1/f = 298.300
then e = 0.08181333 and e^2 = 0.00669342

Latitude first SP = 42°00'00"N = 0.73303829 rad
Longitude of natural origin = 51°00'00"E = 0.89011792 rad
Latitude of false origin = 42°00'00"N = 0.73303829 rad
Eastings at false origin EF = 0.00 m
Northing at false origin NF = 0.00 m
  
Forward calculation for: 
Latitude = 53°00'00.00"N = 0.9250245 rad
Longitude = 53°00'00.00"E = 0.9250245 rad

ko = 0.744260894
M = 3819897.85
Easting E = 165704.29 m
Northing N = 1351950.22 m

Reverse calculation for same easting and northing first gives :
t = 0.336391288
chi = 0.921795958
Latitude = 53°00'00.000"N
Longitude = 53°00'00.000"E,NaN,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,3-5-2019,2010.058 2010.103 2017.024 2019.018,0
1051,Lambert Conic Conformal (2SP Michigan),1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

To derive the projected Easting and Northing coordinates of a point with geographical coordinates (lat,lon) the formulas for the one standard parallel case are:

E = EF + r sin(theta)
N = NF + rF - r cos(theta)
where
m = cos(lat)/(1 - e^2 sin^2(lat))^0.5     for m1, lat1, and m2, lat2 where lat1 and lat2 are the latitudes of the two standard parallels.
t  = tan(pi/4 - lat/2)/[(1 - e sin(lat))/(1 + e sin(lat))]^(e/2)   for t1, t2, tF and t using lat1, lat2, latF and lat respectively.
n = (loge(m1) - loge(m2))/(loge(t1) - loge(t2))
F = m1/(n  t1^n)
r =  a K F t^n         for rF and r, where rF is the radius of the parallel of latitude of the false origin and K is the ellipsoid scaling factor.
theta = n(lon - lon0)

The reverse formulas to derive the latitude and longitude of a point from its Easting and Northing values are:

lat = pi/2 - 2atan{t'[(1 - esin(lat))/(1 + esin(lat))]^(e/2)}
lon = theta'/n +lon0
where
r' = +/-[(E - EF)^2 + {rF - (N - NF)}^2]^0.5 , taking the sign of n
t' = (r'/(aKF))^(1/n)
theta' = atan2 [(E- EF),(rF - (N- NF))]   (see GN7-2 implementation notes in preface for atan2 convention)
and n, F, and rF are derived as for the forward calculation.

Note that the formula for lat requires iteration. First calculate t' and then a trial value for lat* using 
lat = /2-2atan(t'). Then use the full equation for lat substituting the trial  value into the right hand side of the equation. Thus derive a new value for lat. Iterate the process until lat does not change significantly. The solution should quickly converge, in 3 or 4 iterations.","For Projected Coordinate System NAD27 / Michigan Central

Parameters:
Ellipsoid  Clarke 1866, a = 6378206.400 metres = 20925832.16 US survey feet
                                   1/f = 294.97870
then e = 0.08227185 and e^2 = 0.00676866

First Standard Parallel = 44°11'00""N = 0.771144641 rad
Second Standard Parallel = 45°42'00""N = 0.797615468 rad
Latitude False Origin = 43°19'00""N = 0.756018454 rad
Longitude False Origin = 84°20'00""W = -1.471894336 rad
Easting at false origin = 2000000.00 US survey feet
Northing at false origin = 0.00 US survey feet
Ellipsoid scaling factor = 1.0000382

Forward calculation for: 
Latitude = 43°45'00.00""N = 0.763581548 rad
Longitude = 83°10'00.00""W = -1.451532161 rad

first gives :
m1    = 0.718295175      m2 = 0.699629151
t        = 0.429057680      tF  = 0.433541026
t1      = 0.424588396      t2 = 0.409053868
n       = 0.706407410       F = 1.862317735
r        = 21436775.51    rF = 21594768.40
theta = 0.014383991

Then Easting X =      2308335.75 US survey feet
         Northing Y =      160210.48 US survey feet

Reverse calculation for same easting and northing first gives:
theta' = 0.014383991     r' = 21436775.51
t'        = 0.429057680

Then Latitude     = 43°45'00.000""N
         Longitude   = 83°10'00.000""W",NaN,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,29-8-2018,2013.020 2017.024,0
